group,month,weekday,day,dayofyear,holiday,movieId,20,userId,pct,20_label
0.0,1,5,2,2,0,1256,0.0251,0.02675,0.41807909604519766,0.0414
0.0,1,6,3,3,0,2069,0.0414,0.03746,0.6494023904382469,0.0211
0.0,1,0,4,4,0,1057,0.0211,0.01821,-0.4903381642512077,0.0231
0.0,1,1,5,5,0,1157,0.0231,0.01954,0.09478672985781977,0.02
0.0,1,2,6,6,0,999,0.02,0.01487,-0.1341991341991341,0.0247
0.0,1,3,7,7,0,1234,0.0247,0.0179,0.23499999999999988,0.0187
0.0,1,4,8,8,0,936,0.0187,0.01357,-0.24291497975708498,0.03
0.0,1,5,9,9,0,1498,0.03,0.02623,0.6042780748663099,0.0356
0.0,1,6,10,10,0,1778,0.0356,0.03876,0.18666666666666676,0.0241
0.0,1,0,11,11,0,1203,0.0241,0.02332,-0.3230337078651685,0.0278
0.0,1,1,12,12,0,1388,0.0278,0.02392,0.15352697095435675,0.0185
0.0,1,2,13,13,0,924,0.0185,0.01498,-0.33453237410071945,0.0201
0.0,1,3,14,14,0,1006,0.0201,0.0153,0.08648648648648649,0.0305
0.0,1,4,15,15,0,1527,0.0305,0.02734,0.5174129353233832,0.0153
0.0,1,5,16,16,0,765,0.0153,0.01027,-0.49836065573770494,0.0249
0.0,1,6,17,17,0,1247,0.0249,0.02218,0.6274509803921569,0.0526
0.0,1,0,18,18,0,2628,0.0526,0.04104,1.1124497991967872,0.0242
0.0,1,1,19,19,0,1211,0.0242,0.02038,-0.5399239543726235,0.0397
0.0,1,2,20,20,0,1985,0.0397,0.0322,0.640495867768595,0.0244
0.0,1,3,21,21,0,1219,0.0244,0.01911,-0.38539042821158687,0.017
0.0,1,4,22,22,0,848,0.017,0.01301,-0.30327868852459017,0.0224
0.0,1,5,23,23,0,1119,0.0224,0.02165,0.3176470588235294,0.0246
0.0,1,6,24,24,0,1230,0.0246,0.02308,0.09821428571428581,0.0189
0.0,1,0,25,25,0,946,0.0189,0.01568,-0.23170731707317072,0.033
0.0,1,1,26,26,0,1651,0.033,0.03026,0.746031746031746,0.016
0.0,1,2,27,27,0,798,0.016,0.0124,-0.5151515151515151,0.0134
0.0,1,3,28,28,0,670,0.0134,0.00874,-0.16249999999999998,0.0147
0.0,1,4,29,29,0,733,0.0147,0.01137,0.09701492537313428,0.0197
0.0,1,5,30,30,0,986,0.0197,0.01571,0.34013605442176864,0.0303
0.0,1,6,31,31,0,1513,0.0303,0.02867,0.5380710659898478,0.0301
0.0,2,0,1,32,0,1507,0.0301,0.0244,-0.0066006600660066805,0.0395
0.0,2,1,2,33,0,1974,0.0395,0.04422,0.31229235880398676,0.0204
0.0,2,2,3,34,0,1019,0.0204,0.01643,-0.4835443037974684,0.0257
0.0,2,3,4,35,0,1287,0.0257,0.0166,0.2598039215686274,0.0259
0.0,2,4,5,36,0,1297,0.0259,0.02378,0.0077821011673151474,0.0267
0.0,2,5,6,37,0,1334,0.0267,0.02119,0.03088803088803105,0.0198
0.0,2,6,7,38,0,992,0.0198,0.01475,-0.2584269662921348,0.0141
0.0,2,0,8,39,0,705,0.0141,0.01444,-0.28787878787878796,0.0244
0.0,2,1,9,40,0,1219,0.0244,0.0215,0.7304964539007093,0.0259
0.0,2,2,10,41,0,1295,0.0259,0.02266,0.061475409836065475,0.0191
0.0,2,3,11,42,0,954,0.0191,0.01517,-0.2625482625482626,0.0206
0.0,2,4,12,43,0,1028,0.0206,0.01622,0.0785340314136127,0.0243
0.0,2,5,13,44,0,1215,0.0243,0.01997,0.1796116504854368,0.0334
0.0,2,6,14,45,0,1670,0.0334,0.03253,0.3744855967078189,0.0278
0.0,2,0,15,46,0,1389,0.0278,0.02456,-0.16766467065868262,0.031
0.0,2,1,16,47,0,1548,0.031,0.02667,0.1151079136690647,0.0243
0.0,2,2,17,48,0,1216,0.0243,0.02042,-0.21612903225806457,0.0284
0.0,2,3,18,49,0,1419,0.0284,0.02771,0.16872427983539118,0.0184
0.0,2,4,19,50,0,918,0.0184,0.01593,-0.3521126760563381,0.031
0.0,2,5,20,51,0,1551,0.031,0.0292,0.6847826086956521,0.021
0.0,2,6,21,52,0,1048,0.021,0.01594,-0.32258064516129026,0.0202
0.0,2,0,22,53,0,1009,0.0202,0.01694,-0.03809523809523818,0.0152
0.0,2,1,23,54,0,759,0.0152,0.01143,-0.24752475247524752,0.0251
0.0,2,2,24,55,0,1256,0.0251,0.01977,0.6513157894736843,0.0205
0.0,2,3,25,56,0,1023,0.0205,0.01393,-0.18326693227091628,0.0276
0.0,2,4,26,57,0,1380,0.0276,0.02249,0.346341463414634,0.0248
0.0,2,5,27,58,0,1239,0.0248,0.02133,-0.10144927536231885,0.0236
0.0,2,6,28,59,0,1181,0.0236,0.02413,-0.048387096774193505,0.0242
0.0,2,0,29,60,0,1208,0.0242,0.02361,0.025423728813559254,0.0195
0.0,3,1,1,61,0,973,0.0195,0.01498,-0.19421487603305787,0.0156
0.0,3,2,2,62,0,782,0.0156,0.01105,-0.20000000000000007,0.0138
0.0,3,3,3,63,0,689,0.0138,0.01006,-0.11538461538461531,0.0161
0.0,3,4,4,64,0,804,0.0161,0.01106,0.16666666666666674,0.0166
0.0,3,5,5,65,0,829,0.0166,0.01492,0.03105590062111796,0.0284
0.0,3,6,6,66,0,1419,0.0284,0.02569,0.7108433734939761,0.0486
0.0,3,0,7,67,0,2429,0.0486,0.03931,0.7112676056338025,0.0208
0.0,3,1,8,68,0,1038,0.0208,0.01685,-0.5720164609053497,0.0233
0.0,3,2,9,69,0,1165,0.0233,0.02346,0.12019230769230771,0.0279
0.0,3,3,10,70,0,1396,0.0279,0.02663,0.19742489270386265,0.0188
0.0,3,4,11,71,0,942,0.0188,0.01684,-0.3261648745519713,0.0243
0.0,3,5,12,72,0,1217,0.0243,0.02472,0.29255319148936154,0.0223
0.0,3,6,13,73,0,1116,0.0223,0.02651,-0.08230452674897115,0.0157
0.0,3,0,14,74,0,787,0.0157,0.01113,-0.2959641255605382,0.0135
0.0,3,1,15,75,0,673,0.0135,0.00986,-0.14012738853503182,0.0001
0.0,3,2,16,76,0,4,0.0001,4e-05,-0.9925925925925926,0.0694
0.0,3,3,17,77,0,3468,0.0694,0.04448,693.0,0.0203
0.0,3,4,18,78,0,1013,0.0203,0.01857,-0.7074927953890491,0.0238
0.0,3,5,19,79,0,1189,0.0238,0.0231,0.1724137931034484,0.0219
0.0,3,6,20,80,0,1096,0.0219,0.02118,-0.0798319327731093,0.0304
0.0,3,0,21,81,0,1521,0.0304,0.02566,0.3881278538812787,0.0222
0.0,3,1,22,82,0,1109,0.0222,0.01658,-0.26973684210526316,0.0281
0.0,3,2,23,83,0,1403,0.0281,0.02538,0.2657657657657657,0.0173
0.0,3,3,24,84,0,865,0.0173,0.01652,-0.38434163701067614,0.0347
0.0,3,4,25,85,0,1736,0.0347,0.03808,1.0057803468208095,0.0166
0.0,3,5,26,86,0,831,0.0166,0.01428,-0.521613832853026,0.1075
0.0,3,6,27,87,0,5375,0.1075,0.07104,5.475903614457831,0.0248
0.0,3,0,28,88,0,1242,0.0248,0.02139,-0.7693023255813953,0.0224
0.0,3,1,29,89,0,1120,0.0224,0.02291,-0.09677419354838712,0.0218
0.0,3,2,30,90,0,1090,0.0218,0.01805,-0.0267857142857143,0.0199
0.0,3,3,31,91,0,996,0.0199,0.01844,-0.08715596330275222,0.0268
0.0,4,4,1,92,0,1341,0.0268,0.02174,0.3467336683417086,0.0412
0.0,4,5,2,93,0,2061,0.0412,0.04081,0.5373134328358209,0.0219
0.0,4,6,3,94,0,1097,0.0219,0.01976,-0.4684466019417476,0.0122
0.0,4,0,4,95,0,611,0.0122,0.00875,-0.44292237442922366,0.0178
0.0,4,1,5,96,0,889,0.0178,0.01283,0.4590163934426228,0.0174
0.0,4,2,6,97,0,871,0.0174,0.01214,-0.022471910112359605,0.0154
0.0,4,3,7,98,0,772,0.0154,0.01062,-0.11494252873563204,0.0264
0.0,4,4,8,99,0,1320,0.0264,0.01989,0.7142857142857142,0.0225
0.0,4,5,9,100,0,1123,0.0225,0.01841,-0.1477272727272727,0.0219
0.0,4,6,10,101,0,1093,0.0219,0.01983,-0.026666666666666616,0.0209
0.0,4,0,11,102,0,1045,0.0209,0.01582,-0.045662100456621,0.0129
0.0,4,1,12,103,0,646,0.0129,0.00848,-0.3827751196172249,0.0191
0.0,4,2,13,104,0,957,0.0191,0.01456,0.48062015503875966,0.0246
0.0,4,3,14,105,0,1232,0.0246,0.01727,0.2879581151832462,0.0115
0.0,4,4,15,106,0,573,0.0115,0.00835,-0.532520325203252,0.0192
0.0,4,5,16,107,0,962,0.0192,0.01744,0.6695652173913043,0.0222
0.0,4,6,17,108,0,1108,0.0222,0.01952,0.15625000000000022,0.0343
0.0,4,0,18,109,0,1716,0.0343,0.02928,0.5450450450450448,0.0217
0.0,4,1,19,110,0,1083,0.0217,0.02413,-0.36734693877551017,0.0206
0.0,4,2,20,111,0,1028,0.0206,0.01616,-0.05069124423963134,0.0167
0.0,4,3,21,112,0,833,0.0167,0.01148,-0.1893203883495146,0.0161
0.0,4,4,22,113,0,806,0.0161,0.01391,-0.0359281437125748,0.0311
0.0,4,5,23,114,0,1554,0.0311,0.02987,0.9316770186335404,0.0274
0.0,4,6,24,115,0,1368,0.0274,0.02378,-0.11897106109324751,0.0218
0.0,4,0,25,116,0,1088,0.0218,0.02458,-0.2043795620437956,0.0183
0.0,4,1,26,117,0,916,0.0183,0.01524,-0.16055045871559637,0.0165
0.0,4,2,27,118,0,827,0.0165,0.01095,-0.09836065573770492,0.0095
0.0,4,3,28,119,0,477,0.0095,0.00642,-0.4242424242424243,0.0376
0.0,4,4,29,120,0,1878,0.0376,0.04533,2.9578947368421056,0.0396
0.0,4,5,30,121,0,1982,0.0396,0.05106,0.05319148936170226,0.0283
0.0,5,6,1,122,0,1416,0.0283,0.03495,-0.28535353535353547,0.0501
0.0,5,0,2,123,0,2505,0.0501,0.05038,0.7703180212014133,0.0168
0.0,5,1,3,124,0,839,0.0168,0.01104,-0.6646706586826348,0.0259
0.0,5,2,4,125,0,1297,0.0259,0.01511,0.5416666666666667,0.0246
0.0,5,3,5,126,0,1229,0.0246,0.02458,-0.050193050193050204,0.0159
0.0,5,4,6,127,0,795,0.0159,0.01201,-0.35365853658536583,0.0504
0.0,5,5,7,128,0,2522,0.0504,0.04907,2.1698113207547167,0.023
0.0,5,6,8,129,0,1151,0.023,0.01988,-0.5436507936507937,0.1122
0.0,5,0,9,130,0,5608,0.1122,0.0788,3.878260869565217,0.0308
0.0,5,1,10,131,0,1540,0.0308,0.02584,-0.7254901960784313,0.0199
0.0,5,2,11,132,0,993,0.0199,0.01352,-0.35389610389610393,0.0246
0.0,5,3,12,133,0,1232,0.0246,0.01984,0.2361809045226131,0.0156
0.0,5,4,13,134,0,778,0.0156,0.01027,-0.36585365853658536,0.0367
0.0,5,5,14,135,0,1835,0.0367,0.03556,1.352564102564103,0.0338
0.0,5,6,15,136,0,1690,0.0338,0.03215,-0.07901907356948246,0.0298
0.0,5,0,16,137,0,1491,0.0298,0.02588,-0.11834319526627213,0.0301
0.0,5,1,17,138,0,1503,0.0301,0.0335,0.010067114093959662,0.0263
0.0,5,2,18,139,0,1313,0.0263,0.02222,-0.12624584717607967,0.0175
0.0,5,3,19,140,0,873,0.0175,0.01182,-0.33460076045627374,0.014
0.0,5,4,20,141,0,702,0.014,0.01107,-0.20000000000000007,0.026
0.0,5,5,21,142,0,1301,0.026,0.02569,0.857142857142857,0.0269
0.0,5,6,22,143,0,1346,0.0269,0.02623,0.034615384615384714,0.025
0.0,5,0,23,144,0,1248,0.025,0.02119,-0.07063197026022305,0.0173
0.0,5,1,24,145,0,865,0.0173,0.01504,-0.30800000000000005,0.0405
0.0,5,2,25,146,0,2025,0.0405,0.03247,1.3410404624277459,0.0244
0.0,5,3,26,147,0,1219,0.0244,0.01933,-0.3975308641975308,0.0215
0.0,5,4,27,148,0,1077,0.0215,0.0158,-0.11885245901639352,0.0382
0.0,5,5,28,149,0,1910,0.0382,0.03296,0.7767441860465116,0.037
0.0,5,6,29,150,0,1849,0.037,0.03017,-0.03141361256544506,0.031
0.0,5,0,30,151,0,1551,0.031,0.02415,-0.16216216216216217,0.0165
0.0,5,1,31,152,0,826,0.0165,0.01378,-0.4677419354838709,0.0253
0.0,6,2,1,153,0,1264,0.0253,0.01669,0.5333333333333332,0.0253
0.0,6,3,2,154,0,1265,0.0253,0.01726,0.0,0.0257
0.0,6,4,3,155,0,1286,0.0257,0.01943,0.015810276679842028,0.0233
0.0,6,5,4,156,0,1164,0.0233,0.01946,-0.0933852140077821,0.024
0.0,6,6,5,157,0,1198,0.024,0.02215,0.030042918454935563,0.0225
0.0,6,0,6,158,0,1125,0.0225,0.01889,-0.0625,0.0217
0.0,6,1,7,159,0,1086,0.0217,0.01841,-0.03555555555555545,0.0192
0.0,6,2,8,160,0,959,0.0192,0.01488,-0.11520737327188946,0.0145
0.0,6,3,9,161,0,723,0.0145,0.00956,-0.24479166666666652,0.0215
0.0,6,4,10,162,0,1074,0.0215,0.01559,0.482758620689655,0.0265
0.0,6,5,11,163,0,1325,0.0265,0.02272,0.2325581395348837,0.0247
0.0,6,6,12,164,0,1237,0.0247,0.02514,-0.06792452830188678,0.035
0.0,6,0,13,165,0,1749,0.035,0.03597,0.417004048582996,0.0263
0.0,6,1,14,166,0,1317,0.0263,0.02613,-0.24857142857142867,0.0175
0.0,6,2,15,167,0,874,0.0175,0.01472,-0.33460076045627374,0.0324
0.0,6,3,16,168,0,1619,0.0324,0.02762,0.8514285714285712,0.0143
0.0,6,4,17,169,0,715,0.0143,0.01051,-0.558641975308642,0.0284
0.0,6,5,18,170,0,1420,0.0284,0.02629,0.986013986013986,0.0213
0.0,6,6,19,171,0,1064,0.0213,0.0171,-0.2500000000000001,0.0233
0.0,6,0,20,172,0,1166,0.0233,0.01887,0.0938967136150235,0.0194
0.0,6,1,21,173,0,968,0.0194,0.01456,-0.1673819742489271,0.0249
0.0,6,2,22,174,0,1246,0.0249,0.02269,0.28350515463917514,0.0177
0.0,6,3,23,175,0,883,0.0177,0.01068,-0.28915662650602403,0.0151
0.0,6,4,24,176,0,754,0.0151,0.0111,-0.14689265536723162,0.0146
0.0,6,5,25,177,0,729,0.0146,0.01139,-0.03311258278145701,0.0201
0.0,6,6,26,178,0,1004,0.0201,0.01378,0.37671232876712324,0.013
0.0,6,0,27,179,0,648,0.013,0.00896,-0.3532338308457712,0.013
0.0,6,1,28,180,0,650,0.013,0.00897,0.0,0.0142
0.0,6,2,29,181,0,708,0.0142,0.00943,0.09230769230769242,0.0129
0.0,6,3,30,182,0,644,0.0129,0.00955,-0.09154929577464799,0.0163
0.0,7,4,1,183,0,813,0.0163,0.01131,0.263565891472868,0.025
0.0,7,5,2,184,0,1251,0.025,0.02101,0.5337423312883438,0.0175
0.0,7,6,3,185,0,876,0.0175,0.01439,-0.29999999999999993,0.0199
0.0,7,0,4,186,0,995,0.0199,0.01693,0.137142857142857,0.0255
0.0,7,1,5,187,0,1276,0.0255,0.02085,0.2814070351758793,0.0245
0.0,7,2,6,188,0,1224,0.0245,0.01686,-0.039215686274509665,0.034
0.0,7,3,7,189,0,1699,0.034,0.03176,0.3877551020408163,0.0314
0.0,7,4,8,190,0,1570,0.0314,0.02465,-0.07647058823529429,0.0171
0.0,7,5,9,191,0,857,0.0171,0.01363,-0.4554140127388534,0.021
0.0,7,6,10,192,0,1051,0.021,0.02157,0.22807017543859653,0.0202
0.0,7,0,11,193,0,1012,0.0202,0.01757,-0.03809523809523818,0.0221
0.0,7,1,12,194,0,1103,0.0221,0.01925,0.09405940594059414,0.0452
